rate_id	chef_id	episode_id	Rating_1	Rating_2	Rating_3
784	24	72	1	1	5
785	24	72	3	2	3
786	23	73	2	3	3
787	23	73	1	4	1
788	23	73	5	3	4
789	50	73	4	4	4
790	50	73	4	2	1
791	50	73	5	1	1
792	37	73	5	4	4
793	37	73	3	1	4
794	37	73	5	4	4
795	11	73	1	5	1
796	11	73	4	3	2
797	11	73	5	1	1
798	22	73	3	4	3
799	22	73	1	5	2
800	22	73	3	4	1
801	55	73	1	5	5
802	55	73	3	3	4
803	55	73	5	1	4
804	5	73	4	1	2
805	5	73	2	2	3
806	5	73	2	2	2
807	18	73	2	5	4
808	18	73	2	5	3
809	18	73	2	1	3
810	51	73	5	5	1
811	51	73	4	5	4
812	51	73	5	3	5
813	49	73	3	5	2
814	49	73	3	5	2
815	49	73	3	1	4
816	36	74	5	1	3
817	36	74	5	2	4
818	36	74	4	3	5
819	8	74	1	3	4
820	8	74	4	3	1
821	8	74	2	5	2
822	35	74	4	2	4
823	35	74	1	1	3
824	35	74	3	1	3
825	22	74	3	4	3
826	22	74	3	5	3
827	22	74	5	2	3
828	2	74	2	5	3
829	2	74	2	2	1
830	2	74	1	3	2
831	30	74	1	4	5
832	30	74	5	4	4
833	30	74	1	3	1
834	11	74	3	5	1
835	11	74	3	3	4
836	11	74	3	5	1
837	58	74	3	4	3
838	58	74	2	5	5
839	58	74	1	4	3
840	41	74	4	1	5
841	41	74	4	1	1
842	41	74	3	2	3
843	25	74	4	3	4
844	25	74	1	4	4
845	25	74	1	2	4
846	38	75	4	1	5
847	38	75	5	4	5
848	38	75	3	2	4
849	29	75	3	3	2
850	29	75	4	4	4
851	29	75	2	3	4
852	13	75	2	3	2
853	13	75	4	5	1
854	13	75	1	2	3
855	40	75	1	5	5
856	40	75	2	3	5
857	40	75	1	4	5
858	54	75	5	5	1
859	54	75	5	5	4
860	54	75	5	3	1
861	55	75	1	3	2
862	55	75	4	4	3
863	55	75	5	1	1
864	34	75	3	4	4
865	34	75	3	1	4
866	34	75	2	2	4
867	45	75	5	5	1
868	45	75	5	4	1
869	45	75	2	4	1
870	51	75	1	3	4
871	51	75	3	3	4
872	51	75	3	2	3
873	7	75	4	2	5
874	7	75	4	4	4
875	7	75	3	2	1
876	21	76	2	1	5
877	21	76	4	5	3
878	21	76	2	5	3
879	29	76	2	1	1
880	29	76	5	3	4
881	29	76	2	5	2
882	59	76	3	4	4
883	59	76	5	2	5
884	59	76	4	5	5
885	52	76	2	1	5
886	52	76	5	1	4
887	52	76	3	3	4
888	12	76	4	3	4
889	12	76	4	4	1
890	12	76	1	4	1
891	30	76	1	2	1
892	30	76	3	2	3
893	30	76	3	1	2
894	58	76	3	2	4
895	58	76	2	5	1
896	58	76	4	3	4
897	8	76	3	4	4
898	8	76	5	5	1
899	8	76	1	4	3
900	10	76	3	2	2
901	10	76	4	3	5
902	10	76	2	4	1
903	36	76	1	2	4
904	36	76	2	4	5
905	36	76	1	2	1
906	38	77	5	1	3
907	38	77	5	5	1
908	38	77	3	5	3
909	18	77	1	4	5
910	18	77	3	3	1
911	18	77	1	2	4
912	54	77	3	1	2
913	54	77	4	1	4
914	54	77	5	1	5
915	32	77	4	4	5
916	32	77	3	1	1
917	32	77	4	2	3
918	2	77	4	1	2
919	2	77	5	4	5
920	2	77	1	4	2
921	3	77	5	4	1
922	3	77	2	5	2
923	3	77	4	3	4
924	50	77	5	5	2
925	50	77	3	5	1
926	50	77	5	2	4
927	22	77	4	2	3
928	22	77	2	2	3
929	22	77	5	5	1
930	20	77	3	2	2
931	20	77	5	3	2
932	20	77	1	5	2
933	55	77	2	2	4
934	55	77	2	4	2
935	55	77	5	4	5
936	34	78	3	3	2
937	34	78	2	3	1
938	34	78	3	5	5
939	8	78	1	1	4
940	8	78	5	1	5
941	8	78	1	4	2
942	20	78	2	3	4
943	20	78	5	4	4
944	20	78	1	4	5
945	26	78	2	4	2
946	26	78	1	2	3
947	26	78	2	2	1
948	57	78	4	1	1
949	57	78	3	2	2
950	57	78	5	2	4
951	19	78	3	5	2
952	19	78	3	1	5
953	19	78	3	4	1
954	39	78	1	2	4
955	39	78	2	4	5
956	39	78	2	1	5
957	49	78	1	3	3
958	49	78	5	5	2
959	49	78	1	3	1
960	48	78	5	4	3
961	48	78	1	3	2
962	48	78	3	1	3
963	30	78	3	5	1
964	30	78	1	5	2
965	30	78	5	3	3
966	31	79	2	2	5
967	31	79	2	5	5
968	31	79	1	4	3
969	29	79	4	5	1
970	29	79	1	3	2
971	29	79	2	5	3
972	34	79	4	1	1
973	34	79	3	1	3
974	34	79	2	1	5
975	27	79	1	2	2
976	27	79	1	2	3
977	27	79	3	3	2
978	17	79	3	5	5
979	17	79	1	4	4
980	17	79	1	1	1
981	10	79	3	3	5
982	10	79	4	1	4
983	10	79	3	4	3
984	23	79	2	4	3
985	23	79	3	3	1
986	23	79	2	5	4
987	48	79	5	2	5
988	48	79	1	1	1
989	48	79	3	3	3
990	39	79	5	5	3
991	39	79	4	4	1
992	39	79	1	1	2
993	1	79	5	4	5
994	1	79	5	1	4
995	1	79	1	4	4
996	5	80	3	2	1
997	5	80	3	4	1
998	5	80	3	1	1
999	34	80	2	1	4
1000	34	80	2	4	3
1001	34	80	5	3	1
1002	48	80	1	5	5
1003	48	80	3	1	3
1004	48	80	2	2	1
1005	1	80	3	1	1
1006	1	80	3	2	2
1007	1	80	3	3	5
1008	54	80	1	3	4
1009	54	80	2	5	4
1010	54	80	3	4	3
1011	41	80	1	3	5
1012	41	80	4	4	1
1013	41	80	3	4	1
1014	17	80	1	5	4
1015	17	80	5	3	5
1016	17	80	4	2	3
1017	13	80	1	2	4
1018	13	80	3	1	4
1019	13	80	2	3	5
1020	51	80	1	5	2
1021	51	80	5	2	2
1022	51	80	3	3	3
1023	46	80	4	1	3
1024	46	80	1	3	5
1025	46	80	3	3	4
1026	30	81	5	1	1
1027	30	81	3	4	5
1028	30	81	5	4	5
1029	42	81	1	4	5
1030	42	81	1	3	5
1031	42	81	4	4	1
1032	39	81	5	5	1
1033	39	81	3	4	4
1034	39	81	1	5	2
1035	2	81	5	4	2
1036	2	81	3	1	1
1037	2	81	1	4	5
1038	19	81	5	2	2
1039	19	81	4	2	2
1040	19	81	5	5	3
1041	59	81	3	3	4
1042	59	81	3	2	5
1043	59	81	1	1	3
1044	8	81	5	1	5
1045	8	81	1	3	4
1046	8	81	1	3	3
1047	4	81	2	3	1
1048	4	81	3	1	1
1049	4	81	3	1	1
1050	5	81	4	2	1
1051	5	81	3	2	1
1052	5	81	5	1	4
1053	21	81	2	1	2
1054	21	81	4	5	4
1055	21	81	1	4	1
1056	27	82	2	5	2
1057	27	82	3	5	1
1058	27	82	1	1	2
1059	20	82	3	3	4
1060	20	82	5	3	1
1061	20	82	4	5	5
1062	18	82	2	5	2
1063	18	82	4	5	1
1064	18	82	3	2	1
1065	47	82	4	5	5
1066	47	82	5	2	3
1067	47	82	1	2	3
1068	12	82	4	4	3
1069	12	82	1	5	5
1070	12	82	1	2	1
1071	30	82	2	4	2
1072	30	82	1	2	2
1073	30	82	3	3	4
1074	14	82	3	2	2
1075	14	82	5	3	5
1076	14	82	3	1	2
1077	40	82	5	2	1
1078	40	82	4	2	2
1079	40	82	1	3	4
1080	59	82	4	1	3
1081	59	82	3	4	1
1082	59	82	4	5	4
1083	56	82	4	4	3
1084	56	82	4	2	3
1085	56	82	3	2	3
1086	37	83	1	1	4
1087	37	83	2	2	5
1088	37	83	3	1	2
1089	11	83	3	3	4
1090	11	83	3	3	3
1091	11	83	1	3	5
1092	31	83	2	3	4
1093	31	83	3	2	1
1094	31	83	3	3	5
1095	45	83	4	2	2
1096	45	83	5	2	1
1097	45	83	4	3	4
1098	34	83	1	3	5
1099	34	83	4	4	4
1100	34	83	2	2	3
1101	28	83	3	3	1
1102	28	83	1	1	5
1103	28	83	3	4	3
1104	18	83	2	3	3
1105	18	83	5	4	4
1106	18	83	4	4	3
1107	24	83	5	5	1
1108	24	83	4	3	4
1109	24	83	1	4	1
1110	1	83	5	3	4
1111	1	83	2	4	1
1112	1	83	4	4	1
1113	32	83	1	1	1
1114	32	83	1	1	1
1115	32	83	3	1	5
1116	23	84	3	1	3
1117	23	84	1	2	1
1118	23	84	1	5	1
1119	12	84	2	4	1
1120	12	84	4	1	1
1121	12	84	5	2	4
1122	40	84	2	4	2
1123	40	84	2	2	3
1124	40	84	5	5	2
1125	15	84	1	2	5
1126	15	84	1	2	4
1127	15	84	3	1	1
1128	45	84	3	2	3
1129	45	84	2	1	5
1130	45	84	1	2	5
1131	56	84	5	2	4
1132	56	84	5	4	2
1133	56	84	4	1	5
1134	53	84	5	5	4
1135	53	84	4	3	3
1136	53	84	3	5	1
1137	49	84	5	4	4
1138	49	84	3	4	2
1139	49	84	2	3	4
1140	60	84	5	5	1
1141	60	84	5	1	2
1142	60	84	2	3	2
1143	55	84	5	1	1
1144	55	84	1	5	1
1145	55	84	2	2	4
1146	23	85	3	3	2
1147	23	85	3	5	4
1148	23	85	2	1	4
1149	47	85	2	3	4
1150	47	85	2	3	3
1151	47	85	4	3	3
1152	39	85	2	2	4
1153	39	85	2	5	5
1154	39	85	1	3	1
1155	25	85	4	2	1
1156	25	85	4	2	5
1157	25	85	3	3	5
1158	50	85	2	1	5
1159	50	85	2	3	5
1160	50	85	2	3	4
1161	52	85	3	2	3
1162	52	85	3	4	1
1163	52	85	3	4	5
1164	36	85	1	3	4
1165	36	85	1	3	1
1166	36	85	4	5	5
1167	56	85	3	5	1
1168	56	85	4	2	4
1169	56	85	2	5	2
1170	42	85	4	5	2
1171	42	85	4	3	5
1172	42	85	5	5	5
1173	24	85	5	2	1
1174	24	85	3	5	1
1175	24	85	4	5	3
1176	33	86	1	4	3
1177	33	86	2	4	3
1178	33	86	5	1	1
1179	51	86	2	1	2
1180	51	86	2	2	1
1181	51	86	4	2	2
1182	11	86	3	4	2
1183	11	86	5	5	2
1184	11	86	4	4	2
1185	39	86	5	4	2
1186	39	86	4	5	5
1187	39	86	4	4	2
1188	54	86	5	5	2
1189	54	86	5	2	4
1190	54	86	5	5	5
1191	8	86	3	5	5
1192	8	86	2	5	2
1193	8	86	3	4	5
1194	20	86	3	2	3
1195	20	86	3	2	4
1196	20	86	3	3	3
1197	41	86	2	1	1
1198	41	86	5	2	5
1199	41	86	3	2	3
1200	49	86	2	5	4
1201	49	86	5	5	4
1202	49	86	2	2	4
1203	48	86	1	2	2
1204	48	86	5	5	1
1205	48	86	2	4	3
1206	20	87	4	2	5
1207	20	87	3	2	3
1208	20	87	5	5	3
1209	48	87	5	5	3
1210	48	87	5	1	3
1211	48	87	3	3	2
1212	36	87	2	3	5
1213	36	87	4	1	3
1214	36	87	5	4	3
1215	7	87	4	2	1
1216	7	87	2	1	1
1217	7	87	4	3	2
1218	31	87	1	1	3
1219	31	87	3	4	5
1220	31	87	4	1	4
1221	1	87	2	2	5
1222	1	87	2	1	1
1223	1	87	5	2	1
1224	39	87	3	5	5
1225	39	87	5	2	4
1226	39	87	4	5	4
1227	54	87	2	2	4
1228	54	87	3	2	5
1229	54	87	2	4	4
1230	55	87	5	4	5
1231	55	87	1	2	5
1232	55	87	3	2	5
1233	6	87	1	1	1
1234	6	87	4	5	4
1235	6	87	1	3	3
1236	56	88	2	2	1
1237	56	88	1	1	2
1238	56	88	2	2	5
1239	28	88	3	2	5
1240	28	88	3	1	5
1241	28	88	4	2	4
1242	32	88	4	5	5
1243	32	88	3	5	4
1244	32	88	5	1	4
1245	34	88	4	3	3
1246	34	88	1	3	4
1247	34	88	5	4	4
1248	44	88	5	4	4
1249	44	88	3	5	4
1250	44	88	4	3	1
1251	40	88	2	5	2
1252	40	88	1	4	5
1253	40	88	3	5	5
1254	50	88	4	4	4
1255	50	88	1	1	5
1256	50	88	3	4	5
1257	57	88	2	2	4
1258	57	88	4	1	5
1259	57	88	4	3	1
1260	30	88	2	3	2
1261	30	88	3	4	1
1262	30	88	2	5	4
1263	24	88	5	1	1
1264	24	88	3	1	5
1265	24	88	5	4	2
1266	17	89	2	1	4
1267	17	89	3	4	2
1268	17	89	5	2	4
1269	50	89	5	3	5
1270	50	89	1	5	5
1271	50	89	3	3	4
1272	16	89	5	3	4
1273	16	89	2	4	3
1274	16	89	2	5	3
1275	15	89	3	4	5
1276	15	89	5	1	1
1277	15	89	2	3	4
1278	39	89	4	1	1
1279	39	89	3	1	5
1280	39	89	1	5	4
1281	8	89	5	5	1
1282	8	89	1	3	1
1283	8	89	1	2	4
1284	41	89	3	1	5
1285	41	89	5	5	1
1286	41	89	3	3	1
1287	60	89	1	3	2
1288	60	89	4	4	5
1289	60	89	5	5	4
1290	56	89	5	3	3
1291	56	89	1	1	4
1292	56	89	3	1	4
1293	35	89	5	2	3
1294	35	89	1	1	3
1295	35	89	5	5	2
1296	3	90	5	3	2
1297	3	90	5	2	1
1298	3	90	3	2	1
1299	60	90	1	2	3
1300	60	90	1	2	4
1301	60	90	1	3	2
1302	10	90	2	1	5
1303	10	90	4	4	2
1304	10	90	4	2	3
1305	44	90	1	2	1
1306	44	90	2	3	2
1307	44	90	2	3	3
1308	22	90	2	3	2
1309	22	90	1	4	3
1310	22	90	4	2	2
1311	9	90	1	3	5
1312	9	90	3	4	5
1313	9	90	4	2	1
1314	39	90	5	2	5
1315	39	90	3	3	3
1316	39	90	2	1	5
1317	54	90	1	3	5
1318	54	90	4	4	1
1319	54	90	4	5	1
1320	8	90	1	1	4
1321	8	90	2	4	3
1322	8	90	3	2	4
1323	19	90	2	4	1
1324	19	90	4	4	5
1325	19	90	1	4	1
1326	41	91	4	4	3
1327	41	91	3	2	3
1328	41	91	5	5	4
1329	34	91	3	5	2
1330	34	91	5	3	3
1331	34	91	4	2	2
1332	53	91	4	2	5
1333	53	91	5	2	2
1334	53	91	2	5	3
1335	56	91	2	4	1
1336	56	91	2	4	2
1337	56	91	2	1	2
1338	19	91	5	5	5
1339	19	91	4	1	5
1340	19	91	5	1	3
1341	33	91	3	3	1
1342	33	91	1	5	5
1343	33	91	2	2	1
1344	2	91	2	4	3
1345	2	91	5	2	4
1346	2	91	3	2	4
1347	45	91	3	1	4
1348	45	91	4	2	4
1349	45	91	4	1	1
1350	51	91	5	3	3
1351	51	91	3	5	4
1352	51	91	3	3	4
1353	18	91	1	1	3
1354	18	91	1	5	4
1355	18	91	5	2	4
1356	33	92	2	5	5
1357	33	92	1	3	1
1358	33	92	1	3	4
1359	10	92	1	4	4
1360	10	92	3	1	4
1361	10	92	4	1	4
1362	12	92	4	4	4
1363	12	92	4	5	2
1364	12	92	5	4	4
1365	21	92	3	4	5
1366	21	92	2	4	3
1367	21	92	1	2	5
1368	36	92	5	5	5
1369	36	92	1	3	5
1370	36	92	1	5	1
1371	16	92	3	1	5
1372	16	92	5	2	5
1373	16	92	4	3	4
1374	60	92	5	1	5
1375	60	92	1	5	5
1376	60	92	3	4	5
1377	17	92	1	3	1
1378	17	92	2	5	2
1379	17	92	4	2	5
1380	1	92	5	1	2
1381	1	92	1	3	2
1382	1	92	3	5	2
1383	46	92	3	5	5
1384	46	92	4	5	2
1385	46	92	1	3	3
1386	26	93	5	1	4
1387	26	93	5	1	3
1388	26	93	3	1	2
1389	36	93	2	4	5
1390	36	93	1	4	2
1391	36	93	5	4	1
1392	12	93	1	3	5
1393	12	93	5	4	3
1394	12	93	1	4	4
1395	25	93	1	2	4
1396	25	93	4	3	1
1397	25	93	4	4	1
1398	23	93	5	1	3
1399	23	93	4	3	2
1400	23	93	1	5	4
1401	38	93	5	5	3
1402	38	93	3	3	5
1403	38	93	5	3	5
1404	55	93	5	2	1
1405	55	93	5	1	5
1406	55	93	3	2	3
1407	57	93	2	4	4
1408	57	93	2	1	5
1409	57	93	4	2	1
1410	43	93	4	3	2
1411	43	93	4	1	2
1412	43	93	2	4	1
1413	15	93	5	1	5
1414	15	93	3	2	1
1415	15	93	2	2	4
1416	36	94	3	4	4
1417	36	94	3	3	3
1418	36	94	2	3	5
1419	57	94	2	4	2
1420	57	94	2	1	4
1421	57	94	1	1	3
1422	5	94	1	4	2
1423	5	94	5	3	4
1424	5	94	5	2	1
1425	46	94	2	5	2
1426	46	94	5	5	3
1427	46	94	2	3	1
1428	6	94	5	4	3
1429	6	94	2	5	5
1430	6	94	3	5	2
1431	32	94	2	1	1
1432	32	94	5	4	1
1433	32	94	5	2	4
1434	34	94	4	2	5
1435	34	94	5	1	1
1436	34	94	5	4	2
1437	24	94	2	5	2
1438	24	94	5	2	2
1439	24	94	3	5	4
1440	16	94	5	3	3
1441	16	94	1	1	4
1442	16	94	1	1	2
1443	30	94	2	5	1
1444	30	94	5	3	1
1445	30	94	3	4	2
1446	50	95	2	3	4
1447	50	95	2	4	1
1448	50	95	1	2	4
1449	54	95	2	3	4
1450	54	95	3	5	4
1451	54	95	3	2	3
1452	14	95	2	1	5
1453	14	95	2	4	3
1454	14	95	5	5	1
1455	5	95	3	5	4
1456	5	95	1	3	4
1457	5	95	3	1	5
1458	1	95	2	1	3
1459	1	95	3	1	2
1460	1	95	3	1	5
1461	16	95	4	2	4
1462	16	95	5	5	1
1463	16	95	3	5	2
1464	43	95	1	3	2
1465	43	95	3	5	1
1466	43	95	4	2	1
1467	40	95	2	5	2
1468	40	95	3	1	5
1469	40	95	4	2	5
1470	47	95	1	2	5
1471	47	95	5	5	5
1472	47	95	4	3	4
1473	8	95	2	2	3
1474	8	95	2	4	2
1475	8	95	5	4	3
1476	45	96	1	2	5
1477	45	96	4	4	2
1478	45	96	3	1	5
1479	7	96	1	5	4
1480	7	96	3	1	4
1481	7	96	4	2	5
1482	19	96	5	4	3
1483	19	96	3	5	5
1484	19	96	4	3	3
1485	51	96	3	3	1
1486	51	96	1	3	1
1487	51	96	5	1	1
1488	54	96	4	5	5
1489	54	96	4	4	3
1490	54	96	4	4	5
1491	12	96	5	3	2
1492	12	96	2	4	1
1493	12	96	2	5	2
1494	30	96	3	4	4
1495	30	96	2	4	4
1496	30	96	3	1	1
1497	22	96	3	3	3
1498	22	96	1	3	1
1499	22	96	5	1	2
1500	52	96	2	4	2
1501	52	96	1	5	4
1502	52	96	5	5	4
1503	6	96	3	5	1
1504	6	96	1	5	4
1505	6	96	4	5	1
1506	57	97	2	1	1
1507	57	97	2	5	5
1508	57	97	4	2	2
1509	4	97	5	3	1
1510	4	97	4	1	1
1511	4	97	2	5	3
1512	19	97	4	4	5
1513	19	97	1	4	3
1514	19	97	5	4	4
1515	53	97	1	2	3
1516	53	97	1	2	2
1517	53	97	2	3	3
1518	29	97	3	4	4
1519	29	97	4	4	2
1520	29	97	2	5	5
1521	12	97	3	3	1
1522	12	97	1	5	4
1523	12	97	1	4	1
1524	35	97	2	2	3
1525	35	97	2	4	1
1526	35	97	5	2	5
1527	20	97	3	3	5
1528	20	97	1	3	3
1529	20	97	5	4	2
1530	56	97	4	4	4
1531	56	97	2	5	4
1532	56	97	3	3	1
1533	30	97	3	2	5
1534	30	97	5	3	5
1535	30	97	4	1	3
1536	59	98	4	4	4
1537	59	98	4	5	3
1538	59	98	4	3	4
1539	37	98	3	5	1
1540	37	98	4	3	1
1541	37	98	2	4	4
1542	16	98	2	5	1
1543	16	98	3	4	2
1544	16	98	1	5	4
1545	57	98	3	4	1
